square_feet,num_bedrooms,num_bathrooms,garage_spaces,year_built,lot_size,distance_to_city_center,price
4587,3,2,2,1939,0.7159738154113425,37.073663802208095,808002.582660542
3464,4,3,2,1924,0.4224267813890119,25.68816169223764,699813.5166800981
1810,1,1,0,2014,0.4473186704539638,7.2405257208497105,309654.31633970153
654,5,1,2,1968,0.6171818562248481,23.323195139020367,188159.54576351366
2712,1,1,0,1961,0.11894027857446193,32.34362666031311,409276.52425899217
3753,2,3,0,1978,1.4346896228558308,46.01957591909318,541206.5343976797
1762,3,1,1,1945,1.3756808100400637,25.107205896628113,368076.5195898712
1862,5,3,1,1947,1.2045845983580503,27.856823878418624,402912.59479310917
1437,5,2,0,1937,0.8743410920898264,28.817579313781227,289751.0751054718
1011,2,1,2,1960,1.2288869581075106,47.588675596783794,237730.3664730426
686,4,2,2,1980,1.4624996430082775,17.60508520468224,202405.12192232005
2345,5,3,1,1916,0.4611966714417164,43.16689854896573,364639.3773082002
2202,4,2,0,1947,0.5781989565355744,22.136003173972178,498864.2148454884
890,4,1,0,1932,1.1071165033432386,37.30128215156422,129551.84112386213
1154,4,2,1,1917,0.9821548578598511,24.672496011495944,253362.34849139221
4771,1,2,0,1935,1.2459873193458169,28.159760555264626,811814.6628207917
3321,2,2,1,1953,0.5531217303435311,17.12819522402346,620120.4176970064
1263,3,2,0,1902,0.5003012733415246,21.317732090804558,289327.5196857409
3900,2,2,2,1988,0.8988548174652994,26.74186895059063,673649.288015654
3767,5,3,1,1998,0.26149383626230865,30.610513649098404,637761.7261999258
1585,2,3,0,2008,0.10738356434039933,19.144980372067568,260939.2336361691
2429,3,1,0,1919,0.40399681864823034,41.87486646798389,354592.1909388894
4876,1,3,1,1999,0.279570505563858,36.23411638188692,804414.3638647707
2463,5,3,0,2006,0.059679068569043495,23.125054069577704,452732.3679063751
2285,1,1,0,1930,1.1781127330794072,37.011280071723846,329424.0830550421
2774,5,3,0,1920,0.8376566990174817,1.3271164027210287,558053.6510539989
3186,3,1,1,2000,1.0199819412366364,30.08411558955714,498171.50015619106
3468,1,1,2,1933,0.28642332462048614,26.745608833427184,564535.8688606952
1215,3,3,0,2001,0.4222033423722931,26.211425915121072,187344.40025982395
742,3,2,1,1956,0.1371629356638792,30.573242439219797,167744.19311996253
4415,2,1,1,1936,1.496336996268798,40.31959928557985,716728.6149243909
2023,5,2,0,1900,0.199476197203446,3.2574794195582846,432513.2736249252
1337,4,1,1,1956,0.18102926206894288,8.292824691047404,332391.75020212756
3823,4,3,0,1954,0.9405442777483646,1.4704809484703212,692245.3563189111
3453,1,2,1,1930,0.5312300686991225,12.650947678964108,594375.6025417096
1845,3,1,2,1922,1.3369899438048356,48.90504609719055,297341.58136158873
2923,2,3,2,2006,1.255701843433834,19.29909233536222,553036.5100577468
2528,5,2,2,2001,1.3088213232180321,29.26303695156636,496298.1853182353
1932,1,3,2,2012,1.115938938576184,49.5150570110321,327841.55031725456
739,3,3,2,1974,0.24109510076634721,31.736493261161286,234043.50633324494
638,4,2,2,2002,0.14223700068975909,9.383345066640668,252588.06827738974
3693,4,1,2,1947,0.14371286383698392,40.44743738464592,528418.5573039948
919,5,1,0,1919,1.2125804200822579,28.045124394218007,192743.90526768012
803,5,3,0,2000,1.0028204855053606,49.77256670661966,223306.00861036743
2662,5,1,0,1906,1.4724273290881067,37.99828559967442,401868.390998359
2526,1,2,1,1998,0.9830869840212448,49.74592312641254,346778.4469196396
4602,5,2,1,1901,0.4114319601892266,44.64832048742619,777580.4249790595
2726,1,3,2,2022,0.1797957208921826,9.92495219727451,559045.7525893291
1668,2,3,2,1996,0.5801194243503858,37.65539587454979,323618.8526138263
915,3,2,1,1939,0.3395596169179053,25.406903029134064,138256.9459744728
3213,4,2,2,1923,0.9611732739153355,7.358794711837062,590075.832270336
649,1,3,1,2002,0.18914608662643778,28.823537157518956,50021.509802989865
2944,3,3,2,1973,1.1701403291257384,5.590605294685497,645490.6375534454
1338,5,2,2,2009,1.059998480143028,38.33861167304805,326207.1145075601
2196,4,3,2,1908,1.1177189461180794,18.700892032249573,462690.3860116868
4839,1,1,1,2021,1.4499416039754012,40.63782743062348,728118.2386941266
2410,5,2,2,1942,0.9933120678669624,34.43159413530325,428924.5874173189
1921,3,2,1,1996,1.1934009996558668,44.03985668397825,367407.09254814096
3501,2,3,2,1950,0.17369158398654322,10.107898777650966,589575.9648783343
1820,3,3,0,1984,1.4174814023372788,32.60998044602522,425478.4114963623
4535,1,2,0,1977,0.36693069655008864,43.3299348491532,624253.4769587491
2023,2,3,1,1949,0.7649236803761715,12.163052102506523,396000.2303068937
4378,2,1,0,1986,1.43778685034759,39.37751837525805,708503.8184087682
1052,5,3,0,1975,0.31007713395167924,14.957573432610973,213799.24933582876
4256,3,2,2,1921,0.10148513766774184,40.959892776580155,722423.4582773022
4171,1,3,2,1991,0.48074307863786875,26.260608133621403,680153.0023038457
981,2,2,2,1990,0.27674455378728763,33.64145289013042,229751.23895643654
1099,5,1,1,1909,1.0186440838498647,19.11201632685311,289731.9027834599
1664,2,2,2,1981,0.4536431962297161,41.46753976166192,198114.30722671977
4732,3,1,2,1987,0.1411170084393948,7.03501920616399,828701.9535318924
1503,4,1,1,1966,1.3448841131267968,10.478998010632143,270067.9400493202
2482,1,1,2,1903,0.12173853951398916,5.404453160815987,457142.02464051195
2134,4,1,0,1929,0.4433432619737367,47.529654549254005,318728.3593209398
3497,3,1,2,1984,0.39842690889883114,23.848132878281596,529260.8243277175
1186,4,3,1,1921,0.08408479602382168,24.397165270762347,197318.44138418618
3914,3,1,1,1991,0.28958742580757457,15.77300255384924,767739.2327040272
2259,3,3,0,1972,1.23153096480073,24.015438775728793,439210.8795882404
2980,5,3,2,2007,0.10441572515464377,12.519618621073608,640632.2611945719
1837,4,3,0,1940,0.08367955307854688,47.630606702980494,256665.03949168377
614,2,2,2,2004,0.969330762132356,13.909241664578676,195155.25787887163
4457,3,2,1,1915,0.17893658899735893,46.346919161203324,637980.5630564066
1068,4,1,1,1955,0.5887895203476785,24.918539989323612,227171.61592303115
2053,2,3,0,2000,0.05310525333138728,22.42173754386969,291207.7793648701
3189,1,2,1,1968,0.5754508423025959,40.387227776319314,532502.8879472245
3840,2,3,1,1913,0.5111605868829068,25.236427472450995,654344.3782429476
3488,4,2,2,1951,0.9384156702341503,14.078219585778683,634492.8624046671
3651,4,3,0,1913,0.7736888134338569,22.321488267675676,606190.4057616552
4027,2,2,0,1946,1.033861436201522,22.54238650647001,656045.0384125098
3515,2,1,2,1915,1.406990781325216,15.463067158216099,616797.0110402678
1321,3,1,2,2002,1.2030013614259973,21.599288571586154,349426.6526004048
4074,4,1,0,1942,1.4036485508352083,6.88567959572703,811490.1040682979
4287,3,3,1,1967,0.12862733591610725,47.067763939451304,628986.0478030791
2108,3,1,0,1936,1.4859915421812386,32.35914935438938,442426.3185531947
1059,1,1,2,1913,0.5169861680295745,10.466258137071463,220598.65281703952
4563,4,2,0,1940,0.45124106190059005,39.681363433024586,616615.0795774147
4935,3,2,1,1986,0.6351063032578427,14.0521169959976,868399.3089913235
1111,1,2,0,1972,1.1857874348994593,30.216991161614878,172073.47305099736
2663,3,1,0,1923,1.433712890770087,45.80649867634166,430534.6786131744
2381,3,2,1,1974,0.8536417297745847,38.498370836659,299989.5597601016
4669,4,2,1,1991,0.2738616874284441,6.979309468285058,803746.1509902005
4363,2,1,1,1918,0.3603787366075027,27.74459885188341,765134.8624316113
4208,2,2,1,1982,0.6377887329980809,35.675928149440686,624815.7031796172
2209,4,3,2,1911,0.5803479406182595,10.898933936445406,459773.6965093486
2261,2,2,0,1946,0.39549150055169624,5.926587774868491,432399.5477996999
2192,5,3,0,1997,1.2828309171084737,8.253180466571429,452244.53820585815
1745,2,2,0,1911,0.456163051739689,48.197540915143165,279630.08908093366
625,3,2,0,1902,0.9094920687733875,42.407435279244915,130693.72707359627
1699,3,3,0,1929,0.744988996472685,43.03908122544878,235020.0398075026
3211,1,1,2,1957,1.389017299787106,13.065620603794448,516096.48220369127
3946,4,3,2,2010,0.9619345794178297,28.353669679729325,662537.5292573302
1490,1,1,0,1945,0.53153551838737,24.890991689320447,188029.40658206595
3565,3,2,0,1950,0.9761031052053547,41.88100294525829,575449.0438735276
2021,3,1,0,1998,0.5124144671045898,21.66544339441932,407626.1980896713
2998,1,1,2,1914,0.18176092102501046,27.35676345502862,488765.8513948464
3065,5,3,0,1942,0.7535484658327278,29.47329187499167,536386.478945523
3097,2,1,1,1921,1.297287362896896,19.196204958807666,636042.7363614958
615,5,1,2,1908,1.3683123777632324,2.6629302305617024,142545.5561803867
1531,5,3,1,1991,0.8384259618544074,25.26651614778399,329258.5296388399
1741,5,1,1,1992,1.0643096212750862,25.17011560574527,410577.32495929796
2242,5,1,1,1938,0.9355024435041828,3.001641469826969,460738.1991726829
4138,2,3,2,2002,1.2256960043818232,24.827893807191607,729950.2891531957
4899,4,3,1,2002,0.19967576995116287,26.046025180454897,780769.2633772978
4590,1,3,0,1980,0.631989464664349,7.5887048980429705,813891.0019666611
2475,5,1,0,1967,0.41696705908377196,8.055818984600304,441190.9639138304
4683,5,2,1,1956,0.05953504864686384,46.889916822769884,777796.7914666764
4903,1,3,2,1967,1.2533838552935752,10.328749694613757,931306.8681894816
663,1,3,0,1906,0.24456921139754906,16.293911595623918,115637.7009832975
3810,4,1,2,1901,0.5188943605797092,15.585955885134267,627305.4135227484
3888,3,2,0,1953,1.306971234962044,33.22131691349064,594754.0660295521
1495,4,2,2,1936,1.0959104268457205,32.456223533520586,343138.84215122816
2377,3,1,0,1973,0.8731842387939956,45.72346431570474,398905.25496413885
2323,2,3,1,1981,0.49988792788987224,20.736304987783534,437204.10635106784
2795,4,1,1,1927,0.7972171539824622,39.22348047645993,440274.7753642634
3764,2,2,1,1958,0.13154487305187867,19.493789513061934,650303.4235281931
1848,1,3,2,1945,1.1045812990335897,12.762190634569196,442491.6337876669
2303,4,2,1,1962,0.3941077071465062,44.672583434079435,250526.7820994364
2751,1,2,2,1934,0.7448403551350209,24.69943391886132,562030.431735148
3400,5,2,0,1998,0.18698111097060788,20.135036430871395,524753.0061447982
2093,1,2,0,2014,1.080642554084155,45.375884856373126,355054.38222699566
932,5,3,2,1993,1.3489554301325808,47.03098388603841,277475.3476732682
4317,3,3,1,1984,0.7111076994421459,23.120001637767942,743245.6525847419
1570,5,3,2,1957,0.17067694194263489,1.964237314198047,371305.16174474044
614,3,1,2,1988,1.420358550389009,2.590651772836497,201610.88053717065
1939,5,3,2,1912,0.6982215240458413,30.84263709600184,402426.8069412575
2290,5,2,0,1970,0.16649221016323756,42.74900496178756,401693.4342766791
1494,2,2,0,1905,0.3232193145909259,43.88666099396706,218067.87461360733
4818,2,3,0,1983,0.22377478737839201,45.156251315949596,637374.1934249065
1457,1,3,1,1944,0.33641173765780624,40.56823900268361,264444.19225451036
595,2,1,0,1904,0.27589007409652827,43.74023193182416,56865.25573798794
2654,3,3,0,1937,1.3881725467572992,42.240539728087775,437631.725749295
1131,2,1,2,1943,0.3531577525876995,42.16912680734284,194804.07190212418
4184,1,3,1,2003,0.6908516624410713,17.045938325608276,704780.4515601924
2201,4,1,2,1924,1.1083244106259653,20.291318107852394,356917.2112026947
1197,3,3,2,1981,1.0316110376482406,16.535639625681288,280775.285419291
531,4,3,2,1987,1.4368759740274908,8.574016451313781,251334.33431262014
1048,3,3,2,1914,1.4507428661238453,17.271025444569457,240457.52528285357
2748,1,1,0,1971,0.8775070156182601,45.46268972501822,455621.7286726123
2393,2,2,1,1976,1.1408407108864778,48.58294485510634,455434.3048140228
3334,4,1,0,1938,0.6097656434761175,8.373596776963751,662981.745153825
2203,4,3,2,1947,0.6724126292555797,33.439063434739154,482214.84657723707
1656,2,2,0,1951,0.20133857637465735,48.38088040269306,154469.56922316982
843,1,1,1,1959,1.0264583254054365,11.126886075550937,208367.40739714768
4572,2,1,0,1988,0.44238260904543686,42.162133825213644,730674.8799518286
3962,5,2,0,1922,0.16579890319712132,15.527642029818777,676111.7821995434
2748,5,3,1,1968,0.19243479798726776,21.10637339660832,586177.8619696553
1444,5,2,2,1951,1.0974465726403357,45.896299197726805,192831.55376605387
4380,4,3,2,1985,0.38194439217848136,3.8474189106776815,831128.1751835188
2550,4,2,2,2010,1.1664786891957266,22.978002126329713,446435.5344075075
3785,1,1,1,1921,1.3635840018211447,25.780015027341268,635487.0579685825
3355,3,1,0,1924,0.5442307385996134,45.14625921736404,365196.4098693873
1830,2,1,2,1954,1.2011203070146899,29.115283334694865,375770.18510234414
2503,3,3,1,2010,0.6716865165787436,47.30915591596858,521388.4410754824
4115,4,3,1,1963,1.1697142291645575,16.57606002220424,759398.9704705952
2287,2,2,1,1964,0.4947484539259621,25.188953274277296,423510.1380013726
2746,4,3,2,1903,1.4006561811055505,2.1129880053468124,550023.028702157
4172,1,3,1,1951,1.4814495388298676,49.450399934399,705037.9074669207
2655,2,2,2,2016,0.6099217438298996,12.430905840283803,536529.6400542282
3979,4,3,0,1931,0.33844444649311956,46.51186507542799,602989.3512769605
3520,5,2,1,1952,1.0437297545778064,20.611141840229973,622985.8027189096
551,5,3,1,1925,0.8962117099694905,9.094929491347019,253012.99788934318
2659,4,3,2,1999,1.487628398624259,21.57361510171027,528416.7876088972
4890,3,1,2,1978,1.226811556271493,16.876312850438694,915471.7390584283
4151,1,3,2,1934,1.260901722860212,47.638722542944436,644365.4643108323
4415,1,2,0,2001,1.1033965945469533,38.786578608945604,686716.0446167478
2612,4,2,2,1990,0.5586440830738166,11.164313940385027,544552.3398906421
3121,1,1,1,1913,1.4069715528690099,27.465405933530665,544007.51016905
1854,2,2,0,1933,0.7252217142816538,33.82663906453247,302841.24954498763
4254,1,1,2,1959,0.6291928168249662,29.387235207135102,679797.1270295773
709,5,3,2,1924,0.33164052382528647,45.918235333515845,228005.1271726017
737,4,1,1,1953,0.4907376970552707,6.536233772507573,136778.50107042983
835,2,3,1,1926,0.053269277273903494,2.981428264261094,275578.13634916564
4338,1,2,2,1920,1.0068616800208288,30.98469933839273,607427.4030843228
2076,5,1,0,1947,0.9279265471068436,37.5205849521184,383325.11467506614
999,3,2,2,1934,0.6343981132008288,40.66399268559437,180781.75425186183
2064,1,2,0,1951,1.4523054985753647,11.34526727445527,358652.13852646766
1290,5,2,1,1969,1.0550039988014899,10.315910858263647,438027.42113856034
4040,5,2,1,1998,0.40193850148343324,42.09019499814334,611778.3035202189
3622,5,2,0,1925,0.5991175286039688,17.539142479951025,569897.3744236139
1635,5,1,0,2018,0.7979096478616917,33.32374527130054,271076.02493850107
4444,3,2,1,1914,0.8407619506385328,8.389748833474291,847379.329241323
2848,4,1,0,1904,0.44967127205808305,40.248763318278925,446999.29800244136
4824,5,1,1,1989,0.4116884046942129,48.08327363130713,757485.4265364909
649,4,1,2,1932,0.484163989947912,48.610833908815444,82585.4549062452
3706,3,2,0,1924,1.4468617904958396,26.43160601449322,537716.5015485323
4028,3,2,0,2020,0.571311370354304,12.725503263016,660476.2963150417
2124,2,1,1,1980,0.5925064952157969,7.909439272549658,391442.32858445455
3074,2,2,0,1951,1.0943541107989956,13.040948384114364,524977.4768605517
4928,5,1,0,1943,0.2860005869108109,31.46001588333666,780059.9075481857
4769,4,2,2,1919,0.9825866017817178,22.357992515814892,834158.3816662636
3784,3,2,1,2005,1.0158884118030669,24.39280889518083,607540.6504547794
2608,1,1,0,1955,0.14354664620874413,24.240035029983815,412194.4747300163
4447,2,2,2,1965,0.3254205375533499,39.878866614567706,667204.3774669458
2763,2,1,2,2018,0.7264119524978533,41.73603768481316,448183.5548492031
2112,1,1,2,1907,1.2613552773822776,1.6836774587804197,501219.86969290645
4315,4,2,0,1982,1.1118977348956267,45.99284169254685,616977.5261882164
1077,4,2,1,1963,1.3165040897223639,20.03290020571357,335369.8273672073
922,4,1,2,1928,1.2839592600140324,12.800004894832938,315022.49210258963
3263,5,1,0,1947,0.7916779213339942,49.80481266165978,425760.5550965979
1729,5,1,1,2021,0.9523114736825782,7.0038577986986414,357756.18834594596
3676,1,3,1,1918,1.3851586870937334,16.731442363389366,612230.1901511936
1253,3,2,2,1908,1.1245554644597475,45.44793222288224,174809.25688244402
1187,1,3,0,1971,0.5689211760974873,24.305960618523475,239685.58743390764
1222,3,1,2,2012,0.5580235490698485,46.36458409271923,190592.52052585245
1246,1,3,1,1914,0.5816020800868714,12.834188792592796,164928.63781915914
4837,5,1,0,1997,0.7680446176987434,20.963488775027013,803440.9289252117
3212,4,3,2,1967,0.575607609620831,3.530983975943898,611823.2069010109
1207,2,3,1,1962,0.3218880811843103,23.259152206832578,222079.48280270072
934,1,2,0,1990,0.9126326642414274,1.0243013356803798,161560.58935234422
983,1,2,0,1937,1.3103548984971876,16.52717535117089,241338.86566127834
4018,2,3,2,1946,0.7641952709103075,36.040558817587886,619403.8463781801
2033,1,1,2,1912,0.36776572817432807,36.48323935589943,321160.56026465376
669,4,2,1,1995,1.2289230250127876,21.96156945399286,257718.44999799575
1520,2,3,2,1998,1.1458291116751034,1.6349961814341607,350392.89616492414
1347,2,1,0,2015,1.0653149736554886,7.41894634305001,372804.90266602964
1195,4,2,2,2011,1.028350396555456,12.86139144719584,272477.2128727697
3846,4,3,0,1945,1.1842976071023126,1.8063592910530821,822938.1886078301
4513,2,1,1,1935,1.2538812705406297,11.633981328970131,726365.6475852139
531,4,1,2,1909,1.3523943311983009,26.656485150214603,149426.11315163382
676,4,3,0,1954,0.9344002358710899,7.160372336649148,248088.82649948745
3464,4,1,1,1922,0.6207095646616541,43.44794746944095,525888.0528179778
2612,2,3,0,1922,0.1803495729614537,3.939052836853117,493045.94866218895
4386,1,1,1,1967,1.097503794583085,39.017438501364694,668495.354216414
2002,3,3,2,1943,0.25475099980475835,22.868296861350764,387927.5049059264
2815,2,2,1,1904,1.3093537507964519,31.02951998270435,468941.8354570797
3144,3,1,0,1903,0.6385182225680751,24.689702118899845,549024.852956857
565,4,3,0,1929,1.3203980398006037,21.981551126966146,111012.11357988964
4728,4,3,1,2004,0.8017882133454255,34.33647011350531,778675.373342986
2428,1,1,2,1951,0.7075505100690725,12.12921586789256,451071.6112349559
1084,4,2,0,1996,0.5771765036123342,24.85169676956995,274316.094217336
2248,3,3,2,2011,0.13895323626964182,40.560972140809774,319897.7007978477
2704,2,2,1,2003,0.06671553432406171,8.601979014034956,532983.1930718697
4130,2,1,1,1912,0.7875994514968381,5.5438027512677355,714533.0259488627
2392,1,2,0,2017,1.3566061174857666,30.577067871705932,355672.14651569223
2929,3,1,0,1917,0.8998596623440507,48.21539623281268,465430.9641092916
3593,4,3,2,1931,1.3004479228071937,22.031356516769268,635334.4933460366
1473,5,2,1,1932,1.4996436224610352,40.91670000134327,402426.85317548976
4524,1,1,2,1957,0.3089942748428357,24.04151120297742,714833.5747005456
3142,1,3,2,1961,1.0063859856084834,12.498021991658593,645945.1937520353
1942,5,2,2,1970,0.6545162739340027,24.768295183578253,474912.51544593374
4829,2,1,1,1913,0.3527674525966073,22.652537210096824,722227.4978678122
1977,2,2,1,2003,0.3993103804727605,13.366300911721703,394075.7282425436
1270,2,3,2,2011,0.4047477464337773,18.3034457687068,382475.95768909616
805,5,3,2,1913,1.1079949241636644,20.212608666878552,341468.81205680536
501,4,1,2,1909,0.5647528842713098,43.1052401886141,73766.54297355753
770,4,2,1,2004,0.4208147279391141,16.066629424772255,271732.6195641722
3714,3,2,1,1958,1.3346429432701588,46.332434709144415,612621.8982902339
1363,3,3,1,2015,0.09979969879315162,1.6611793228642038,277395.41969125345
3239,2,2,2,1938,1.1166456614886924,7.291358485257528,559713.5830092394
3414,5,2,1,2000,1.4428072632263778,2.3268823614885275,730549.1806847377
606,1,2,2,1945,0.9571827524087759,38.61610826036112,201104.4386592706
3668,4,1,0,1917,0.8448362863321518,7.103057774434626,713154.4453615495
3099,5,3,2,1918,0.1390975480207241,29.12983517243692,550650.8185088589
2735,3,1,1,2003,0.7792902758697079,39.11632124980054,449264.8717858106
3299,4,3,0,2005,0.574036016299756,24.978643130885903,591966.0041734966
2011,4,1,0,2006,1.1782458636988853,5.798751389373718,354382.5769628085
518,5,1,0,1936,1.2270755514059093,42.03476979705945,122098.96165843538
1358,3,1,0,2010,0.29302354948728354,11.104897320759857,356300.3317820246
1916,5,2,2,1902,0.8072538952316336,5.627025525790444,427619.9163941621
3532,1,3,2,2019,1.2969097400087213,38.60915906494496,654972.2344102738
1926,4,1,1,1954,0.9555636189136572,2.367263871282937,441055.0134492479
3031,5,2,1,1906,0.7474080503815925,31.271505276938903,452631.7888082504
4538,5,1,1,1970,1.3521892783016978,21.598733432546506,825374.7776587226
4613,1,2,1,2016,1.451407454938694,22.285601890628627,811801.3290597171
2731,5,1,0,1951,0.3911474509952948,40.417250870764974,447969.73107625643
2952,4,3,1,1953,0.3150543981794297,3.2881104270770813,569776.1017158831
3346,2,3,1,1937,1.304003165407222,37.34074743881975,576785.5842396803
3702,2,1,2,1962,0.4022767699331714,35.568808281160806,556296.5799047934
2316,3,1,0,2017,1.2793659541398814,44.5768785598241,348485.30390563334
2280,1,1,1,1963,0.48672121188381506,29.280765716960357,311756.5712682473
4603,3,1,0,2022,0.07782063659889629,8.844759570428694,737747.0376777974
1204,2,2,1,2019,0.6618117801394077,3.2779384175363284,256714.3522435654
1841,1,3,0,1905,0.10853232572806101,22.658722549706784,258929.0661778868
3962,5,2,0,1973,0.35158720417689693,36.2901776493397,641493.2375135365
4090,5,3,2,1951,0.7450745571553827,3.0729616716932497,721992.0294874185
1659,4,1,1,2021,0.1058182023650224,13.164072276343886,430386.9995288565
4222,2,3,1,2021,0.09816137760276553,38.76853235980389,612302.333759105
3938,5,1,0,1943,0.2749638478127592,12.290874525961547,665514.7702752638
4060,1,1,1,1935,0.7209926116752692,19.675017643747406,700511.7517364637
3582,5,2,2,1936,1.4623245733768526,37.5987683864514,650241.7261449805
2215,3,3,0,1963,0.18545078289108285,22.09088837631667,369160.5010526847
2743,3,2,0,2018,0.9518424250050407,38.79605176897104,470871.38052480796
2260,3,2,2,1947,0.7707561799787126,14.241052902402139,501999.6218809317
4507,3,2,1,1926,0.13722513919747667,47.9452605458598,679089.0921477323
2296,3,2,0,2008,0.09950572830269663,5.596638000170591,431302.06177733175
3175,4,3,0,1964,0.37166234626741296,37.82141995681785,616163.0147945584
3736,3,3,1,1900,1.0428886265281823,4.635160986529808,794487.4337310769
543,4,2,1,1947,1.4454630485991045,42.410882473142024,150507.51852714748
988,4,3,2,1984,0.8563127190170366,7.6885433050397225,339473.1958358744
4776,5,1,0,1936,0.11636980959690196,29.7368897290576,771806.9308491524
3648,1,3,2,2022,0.42406446886838217,17.3447718464606,659039.8320057134
1456,3,2,1,1991,1.4163673063292153,30.631656066969885,328900.23691824835
2614,1,1,1,1948,0.06815477993122575,3.343223015035289,491391.46519115084
1615,2,1,1,1954,0.9232648884705091,44.186085959977376,204591.13049616007
2281,4,1,2,1938,0.3094309736063074,35.99622291173046,371117.7363857953
3326,2,1,2,1935,0.14600609786782465,17.93797366148634,524344.4572706603
1150,4,1,1,1965,0.41893254291813603,24.056220649795563,225261.13348846577
2376,3,2,2,1965,1.408633127173145,31.68429237183183,468103.899408704
840,2,2,0,1967,1.1545507388917684,31.272446022033517,198422.34726890223
3450,5,1,2,1901,0.29826904965106654,32.347058514048314,538570.6324066018
3875,2,2,2,1964,0.1452693077205493,8.59148725331051,640412.2151124454
2945,4,3,0,2012,0.7650618347232111,39.865838559653604,471499.8758484732
3250,4,2,2,2003,0.12635854129637994,23.52659187517123,500073.41833047837
2644,1,3,2,1917,0.635886514730199,40.21145381884345,385295.51308927336
1854,2,2,0,1940,1.2103643452548776,46.49657650133977,289467.6419695962
3776,5,3,2,1997,0.7759620674849856,6.060315033072063,715228.1543714525
948,3,3,2,1990,1.3504190281522543,18.445935911033985,242327.67483878898
4672,1,1,2,2022,1.1973231461718175,27.017473764277632,853030.9685331454
1297,2,2,2,1999,0.8551394609928048,7.610734739683999,367773.65852577914
3996,1,1,0,2018,1.1960860032650016,13.698326135050348,686915.4644796688
2682,2,3,0,1938,0.18755658677338416,3.4102581610537914,578290.8120495233
3826,3,2,2,1925,0.341974464158802,34.38567783359767,470385.94378105865
1145,3,2,2,1974,1.0656096877893835,25.323219385606357,211771.70208986534
1219,5,1,0,2003,0.05829395939243426,2.532037652025868,180763.3143052148
2022,1,2,0,1902,0.05678492067880192,15.878762552170024,350901.9122678612
1569,5,2,1,1948,0.6014950834438877,20.99843240984532,329326.8648548415
3575,2,2,0,1927,1.3072610253682384,17.785980719022568,653916.1613640283
4307,3,3,2,1999,1.472232326396984,1.894634300627981,755673.9771327111
3861,3,1,0,1915,0.9922612242103325,15.098105942969738,675917.4435787655
2656,4,3,2,1998,1.4278996540173743,4.976380536744168,582305.0648381942
2813,4,1,0,2022,1.2791264919920622,1.283711485033702,548748.440159262
4005,5,3,0,2015,0.3421490081513455,18.307992319019544,688896.298828136
4639,1,3,0,1921,0.6357359865128845,19.937153265460758,716795.8697068773
1132,2,3,2,1979,0.9544688233472799,45.80927798115815,116968.57640681087
2699,5,3,0,1996,0.26940307495675825,7.286524407046539,514047.7802240902
3563,3,1,0,1976,0.5040008873344866,35.320017523200704,587245.269668617
3410,3,2,1,1948,1.1467630122756491,13.914479432838505,744141.504047032
1122,3,1,1,1927,0.5497528699807221,25.38094841324197,289264.59244410484
860,2,2,0,2007,1.3926032556807661,22.10697734258868,189263.5004331129
2867,5,1,0,1915,0.6398264153975707,24.717079791717406,529291.1639212834
709,2,1,2,1963,0.36865191214573156,38.367779385313575,203283.6670598744
3967,3,1,2,1959,0.35467212877894017,1.90429879865437,778471.9644492774
1430,4,1,1,1965,1.0464614441519255,17.129425850244722,310746.187169575
4443,5,3,2,1925,0.5838201497178228,17.674094170048324,763496.0873211924
1377,4,1,0,1941,0.39401531912412896,5.642429531236576,311465.3883379026
2999,5,1,1,1991,1.056106295999128,1.5235759571107708,562080.0370028309
3023,3,2,2,1902,0.6610264118869499,36.23169544677718,495799.3348800664
4851,4,3,2,2007,1.2766893210788526,44.253855806294304,812909.6977648549
891,4,3,0,1920,0.8460183623742817,16.236849475832777,191906.0084117456
4402,5,1,2,1931,1.4596559381838108,32.998319468979744,809157.4786369073
2821,4,1,2,2020,0.5929588000708559,49.76199519822509,439360.90839772526
4481,4,3,1,1969,0.45905136352255116,9.047743121971552,830097.3649872277
638,3,3,2,1968,0.9846019528604489,14.556483147546578,183112.7951335502
602,5,1,0,1923,1.0771285987111663,41.08483255643766,153232.6934297102
983,5,1,2,1964,0.07460428616446826,1.1604638386012303,181448.25014145352
4819,1,1,0,1922,1.020605561846908,30.041295726700906,730429.7156148988
4573,5,2,0,1979,0.3124806045977872,24.42323605710293,764600.0117477952
2348,3,3,1,1907,1.440351333383966,36.31533098265923,483458.5478019101
2384,4,2,2,1944,0.8852098114053264,26.919393050390955,406736.9426108971
3705,1,3,0,1988,0.23362785838862754,26.29216663146459,572345.5016892699
2661,4,3,0,2009,0.12644160617572936,35.806333401748816,462151.3880949867
1964,5,3,0,1910,1.3254250448961318,27.9490073467295,434554.5569128698
1143,2,3,0,1956,1.2834048070291044,49.321560813398264,196185.1053498321
3936,4,3,1,1911,0.679437742841559,35.20114699926118,628944.5920794271
1110,5,1,0,2008,0.17687497576797562,40.53580578054976,171433.259877355
4802,3,2,0,1971,0.615474506024355,21.70437373960823,712877.9184932625
2043,5,2,1,1909,1.1527678271389084,47.94319316093978,305051.953571774
4039,1,3,1,1962,1.009166412949209,22.973598437336534,750170.335914149
1966,2,2,1,1934,1.3044895977036102,17.960274435431018,333562.5660719143
1416,2,2,0,1937,1.1392285877619373,47.02733944100201,251885.08002376798
